
    11     12 2.000000 
    11     14 2.000000 
    11     22 1.000000 
    11     35 1.000000 
    11     37 2.000000 
    11     48 2.000000 
    11     49 1.000000 
    12      1 3.000000 
    12      2 2.000000 
    12      3 3.000000 
    12      4 1.000000 
    12      5 3.000000 
    12      8 2.000000 
    12     10 2.000000 
    12     11 2.000000 
    12     13 3.000000 
    12     14 2.000000 
    12     22 2.000000 
    12     33 1.000000 
    12     35 1.000000 
    12     42 1.000000 
    12     43 1.000000 
    12     44 1.000000 
    12     46 1.000000 
    12     47 2.000000 
    12     48 2.000000 
    12     49 1.000000 
    13      3 1.000000 
    13      6 1.000000 
    13     12 3.000000 
    13     14 2.000000 
    13     15 1.000000 
    13     16 2.000000 
    13     22 2.000000 
    13     33 1.000000 
    13     35 1.000000 
    13     42 1.000000 
    13     43 1.000000 
    13     44 1.000000 
    13     45 1.000000 
    13     46 2.000000 
    13     47 2.000000 
    13     48 2.000000 
    13     49 1.000000 
    14      2 1.000000 
    14      3 2.000000 
    14      4 1.000000 
    14     10 2.000000 
    14     11 1.000000 
    14     12 1.000000 
    14     22 2.000000 
    14     30 1.000000 
    14     32 2.000000 
    14     33 3.000000 
    14     34 1.000000 
    14     35 2.000000 
    14     36 2.000000 
    14     37 3.000000 
    14     38 2.000000 
    14     39 2.000000 
    14     42 1.000000 
    14     43 1.000000 
    14     44 1.000000 
    14     45 1.000000 
    14     46 3.000000 
    14     47 2.000000 
    14     48 1.000000 
    15      4 3.000000 
    15      5 1.000000 
    15      6 1.000000 
    15      7 2.000000 
    15      9 2.000000 
    15     10 1.000000 
    15     12 2.000000 
    15     13 2.000000 
    15     16 2.000000 
    15     22 1.000000 
    15     24 1.000000 
    15     25 1.000000 
    15     29 2.000000 
    15     30 2.000000 
    15     31 1.000000 
    15     32 2.000000 
    15     33 2.000000 
    15     34 2.000000 
    15     35 2.000000 
    15     36 2.000000 
    15     38 1.000000 
    15     39 2.000000 
    15     42 2.000000 
    15     43 1.000000 
    15     44 2.000000 
    15     46 1.000000 
    15     48 1.000000 
    15     49 1.000000 
    16      3 1.000000 
    16      4 3.000000 
    16      5 1.000000 
    16      6 1.000000 
    16     10 1.000000 
    16     11 1.000000 
    16     12 2.000000 
    16     13 2.000000 
    16     14 1.000000 
    16     15 2.000000 
    16     42 1.000000 
    16     44 2.000000 
    16     45 1.000000 
    16     46 1.000000 
    16     48 1.000000 
    16     49 2.000000 
    17     18 2.000000 
    17     19 3.000000 
    17     20 2.000000 
    17     21 2.000000 
    17     22 1.000000 
    17     23 1.000000 
    17     41 1.000000 
    17     48 1.000000 
    18     15 1.000000 
    18     17 3.000000 
    18     19 2.000000 
    18     20 2.000000 
    18     22 2.000000 
    18     23 1.000000 
    18     42 1.000000 
    18     43 2.000000 
    18     44 2.000000 
    18     48 2.000000 
    18     49 1.000000 
    19     15 1.000000 
    19     17 3.000000 
    19     18 2.000000 
    19     20 2.000000 
    19     21 1.000000 
    19     22 1.000000 
    19     49 2.000000 
    20     12 1.000000 
    20     13 1.000000 
    20     17 3.000000 
    20     18 3.000000 
    20     19 1.000000 
    20     21 2.000000 
    20     22 2.000000 
    20     23 1.000000 
    20     46 2.000000 
    20     47 2.000000 
    20     48 2.000000 
    21     17 2.000000 
    21     18 2.000000 
    21     19 1.000000 
    21     20 2.000000 
    21     22 2.000000 
    21     23 2.000000 
    21     46 1.000000 
    21     49 1.000000 
    22     10 1.000000 
    22     11 1.000000 
    22     12 2.000000 
    22     13 2.000000 
    22     14 1.000000 
    22     15 1.000000 
    22     16 2.000000 
    22     17 1.000000 
    22     18 1.000000 
    22     20 2.000000 
    22     21 2.000000 
    22     33 2.000000 
    22     41 1.000000 
    22     42 1.000000 
    22     43 2.000000 
    22     44 2.000000 
    22     45 1.000000 
    22     46 2.000000 
    22     48 2.000000 
    22     49 1.000000 
    23     18 2.000000 
    23     22 2.000000 
    23     41 1.000000 
    23     42 1.000000 
    23     43 2.000000 
    23     44 2.000000 
    23     48 1.000000 
    23     49 3.000000 
    24     15 1.000000 
    24     25 3.000000 
    24     26 3.000000 
    24     27 3.000000 
    24     28 3.000000 
    24     30 3.000000 
    24     31 2.000000 
    24     32 2.000000 
    24     34 3.000000 
    24     35 3.000000 
    24     38 2.000000 
    24     39 1.000000 
    25     15 1.000000 
    25     24 3.000000 
    25     26 3.000000 
    25     27 3.000000 
    25     28 3.000000 
    25     30 2.000000 
    25     31 2.000000 
    25     32 2.000000 
    25     34 2.000000 
    25     35 3.000000 
    25     36 1.000000 
    25     37 1.000000 
    25     38 1.000000 
    25     39 1.000000 
    26     24 3.000000 
    26     25 3.000000 
    26     27 3.000000 
    26     28 3.000000 
    26     30 2.000000 
    26     31 1.000000 
    26     32 2.000000 
    26     33 1.000000 
    26     34 3.000000 
    26     35 1.000000 
    26     36 2.000000 
    26     38 2.000000 
    26     39 1.000000 
    27     24 3.000000 
    27     25 3.000000 
    27     26 3.000000 
    27     28 3.000000 
    27     30 2.000000 
    27     31 1.000000 
    27     32 2.000000 
    27     33 1.000000 
    27     34 2.000000 
    27     35 2.000000 
    27     37 2.000000 
    27     38 1.000000 
    27     39 2.000000 
    27     43 1.000000 
    27     44 1.000000 
    28     15 2.000000 
    28     24 3.000000 
    28     25 3.000000 
    28     26 3.000000 
    28     27 3.000000 
    28     29 1.000000 
    28     30 3.000000 
    28     31 3.000000 
    28     32 2.000000 
    28     33 1.000000 
    28     34 2.000000 
    28     35 1.000000 
    28     36 2.000000 
    28     38 3.000000 
    28     43 1.000000 
    28     44 1.000000 
    28     48 1.000000 
    28     49 1.000000 
    29     15 2.000000 
    29     25 1.000000 
    29     30 1.000000 
    29     31 1.000000 
    29     32 2.000000 
    29     33 2.000000 
    29     34 2.000000 
    29     35 2.000000 
    29     36 2.000000 
    29     38 2.000000 
    29     39 1.000000 
    29     42 1.000000 
    29     43 2.000000 
    29     44 2.000000 
    29     45 1.000000 
    29     46 1.000000 
    29     48 1.000000 
    29     49 2.000000 
    30     15 1.000000 
    30     24 2.000000 
    30     25 2.000000 
    30     26 2.000000 
    30     27 2.000000 
    30     28 2.000000 
    30     31 2.000000 
    30     32 2.000000 
    30     33 2.000000 
    30     34 3.000000 
    30     35 3.000000 
    30     36 3.000000 
    30     37 2.000000 
    30     38 2.000000 
    30     39 2.000000 
    30     45 1.000000 
    30     46 1.000000 
    31     15 1.000000 
    31     24 2.000000 
    31     25 2.000000 
    31     26 2.000000 
    31     27 2.000000 
    31     28 2.000000 
    31     30 2.000000 
    31     32 2.000000 
    31     34 2.000000 
    31     35 1.000000 
    31     36 2.000000 
    31     37 1.000000 
    31     38 1.000000 
    31     39 1.000000 
    31     45 1.000000 
    31     46 1.000000 
    31     48 1.000000 
    31     49 1.000000 
    31     52 1.000000 
    32     12 1.000000 
    32     13 1.000000 
    32     14 2.000000 
    32     15 2.000000 
    32     22 1.000000 
    32     24 1.000000 
    32     25 1.000000 
    32     28 1.000000 
    32     29 2.000000 
    32     33 3.000000 
    32     35 2.000000 
    32     36 1.000000 
    32     37 2.000000 
    32     38 1.000000 
    32     39 1.000000 
    32     40 1.000000 
    32     41 2.000000 
    32     42 2.000000 
    32     45 2.000000 
    32     46 2.000000 
    33     14 3.000000 
    33     15 1.000000 
    33     22 1.000000 
    33     29 2.000000 
    33     30 1.000000 
    33     32 3.000000 
    33     34 1.000000 
    33     35 1.000000 
    33     36 1.000000 
    33     37 2.000000 
    33     39 2.000000 
    33     40 1.000000 
    33     41 2.000000 
    33     42 2.000000 
    33     43 2.000000 
    33     44 2.000000 
    33     45 2.000000 
    33     46 3.000000 
    33     48 1.000000 
    33     49 1.000000 
    33     52 1.000000 
    34     14 1.000000 
    34     15 1.000000 
    34     28 1.000000 
    34     29 2.000000 
    34     30 2.000000 
    34     31 2.000000 
    34     33 1.000000 
    34     35 1.000000 
    34     36 3.000000 
    34     38 2.000000 
    34     39 2.000000 
    34     43 1.000000 
    34     45 1.000000 
    34     46 1.000000 
    35      3 1.000000 
    35     12 1.000000 
    35     13 1.000000 
    35     14 2.000000 
    35     15 1.000000 
    35     28 1.000000 
    35     29 2.000000 
    35     30 2.000000 
    35     31 1.000000 
    35     32 2.000000 
    35     33 1.000000 
    35     34 2.000000 
    35     36 1.000000 
    35     37 2.000000 
    35     39 2.000000 
    35     42 1.000000 
    35     43 1.000000 
    35     45 1.000000 
    35     46 1.000000 
    36      3 1.000000 
    36     14 2.000000 
    36     15 1.000000 
    36     28 2.000000 
    36     29 2.000000 
    36     30 2.000000 
    36     31 2.000000 
    36     32 1.000000 
    36     33 1.000000 
    36     34 3.000000 
    36     35 2.000000 
    36     37 2.000000 
    36     38 2.000000 
    36     39 2.000000 
    36     43 1.000000 
    36     45 1.000000 
    36     46 1.000000 
    37      3 1.000000 
    37     14 2.000000 
    37     30 2.000000 
    37     31 1.000000 
    37     32 2.000000 
    37     33 2.000000 
    37     35 3.000000 
    37     36 2.000000 
    37     38 1.000000 
    37     39 2.000000 
    37     42 1.000000 
    37     43 1.000000 
    37     45 1.000000 
    37     46 1.000000 
    38     14 1.000000 
    38     15 1.000000 
    38     25 1.000000 
    38     28 2.000000 
    38     29 2.000000 
    38     30 2.000000 
    38     31 1.000000 
    38     32 1.000000 
    38     34 2.000000 
    38     35 2.000000 
    38     36 2.000000 
    38     37 1.000000 
    38     39 1.000000 
    38     43 1.000000 
    38     46 1.000000 
    39     14 2.000000 
    39     15 1.000000 
    39     25 1.000000 
    39     29 1.000000 
    39     30 2.000000 
    39     31 1.000000 
    39     32 1.000000 
    39     33 2.000000 
    39     34 3.000000 
    39     35 3.000000 
    39     36 1.000000 
    39     37 2.000000 
    39     38 2.000000 
    39     43 1.000000 
    39     46 1.000000 
    40     33 2.000000 
    40     41 3.000000 
    40     43 2.000000 
    40     45 3.000000 
    40     46 2.000000 
    40     48 2.000000 
    40     49 1.000000 
    40     51 2.000000 
    40     52 2.000000 
    41     14 1.000000 
    41     16 1.000000 
    41     22 1.000000 
    41     40 3.000000 
    41     42 2.000000 
    41     43 2.000000 
    41     44 2.000000 
    41     45 2.000000 
    41     46 2.000000 
    41     47 1.000000 
    41     52 1.000000 
    42     12 1.000000 
    42     13 1.000000 
    42     14 1.000000 
    42     15 1.000000 
    42     16 1.000000 
    42     22 1.000000 
    42     35 1.000000 
    42     37 1.000000 
    42     40 2.000000 
    42     41 3.000000 
    42     43 2.000000 
    42     44 2.000000 
    42     45 3.000000 
    42     46 3.000000 
    42     47 1.000000 
    43      4 1.000000 
    43      7 1.000000 
    43     12 1.000000 
    43     15 1.000000 
    43     16 1.000000 
    43     17 1.000000 
    43     18 1.000000 
    43     22 2.000000 
    43     28 1.000000 
    43     29 1.000000 
    43     33 2.000000 
    43     34 1.000000 
    43     35 2.000000 
    43     36 1.000000 
    43     37 1.000000 
    43     38 1.000000 
    43     39 1.000000 
    43     40 3.000000 
    43     41 3.000000 
    43     42 2.000000 
    43     45 2.000000 
    43     46 1.000000 
    43     48 3.000000 
    43     49 1.000000 
    43     52 1.000000 
    44      4 1.000000 
    44      7 1.000000 
    44     12 1.000000 
    44     14 1.000000 
    44     15 2.000000 
    44     16 3.000000 
    44     17 1.000000 
    44     18 1.000000 
    44     22 2.000000 
    44     28 1.000000 
    44     29 2.000000 
    44     30 1.000000 
    44     31 1.000000 
    44     32 1.000000 
    44     33 2.000000 
    44     34 1.000000 
    44     35 2.000000 
    44     36 1.000000 
    44     37 1.000000 
    44     38 1.000000 
    44     39 1.000000 
    44     41 1.000000 
    44     42 3.000000 
    44     45 2.000000 
    44     46 1.000000 
    44     48 2.000000 
    44     49 3.000000 
    44     52 1.000000 
    45     34 1.000000 
    45     35 1.000000 
    45     36 2.000000 
    45     37 1.000000 
    45     38 1.000000 
    45     39 2.000000 
    45     40 1.000000 
    45     41 3.000000 
    45     42 2.000000 
    45     43 2.000000 
    45     44 2.000000 
    45     46 2.000000 
    45     47 2.000000 
    46     12 2.000000 
    46     13 2.000000 
    46     14 2.000000 
    46     15 1.000000 
    46     20 2.000000 
    46     22 2.000000 
    46     33 3.000000 
    46     34 1.000000 
    46     35 1.000000 
    46     36 1.000000 
    46     37 1.000000 
    46     38 1.000000 
    46     39 1.000000 
    46     40 1.000000 
    46     41 3.000000 
    46     42 2.000000 
    46     43 2.000000 
    46     44 2.000000 
    46     45 3.000000 
    46     47 2.000000 
    46     48 1.000000 
    46     49 1.000000 
    46     50 1.000000 
    46     52 1.000000 
    47     12 2.000000 
    47     13 2.000000 
    47     20 2.000000 
    47     41 2.000000 
    47     42 1.000000 
    47     45 2.000000 
    47     46 2.000000 
    47     48 2.000000 
    47     49 1.000000 
    47     52 2.000000 
    48      4 1.000000 
    48      5 1.000000 
    48      6 1.000000 
    48      7 1.000000 
    48     12 1.000000 
    48     13 1.000000 
    48     14 1.000000 
    48     17 1.000000 
    48     18 2.000000 
    48     20 2.000000 
    48     22 1.000000 
    48     23 1.000000 
    48     24 1.000000 
    48     25 1.000000 
    48     26 1.000000 
    48     27 1.000000 
    48     28 1.000000 
    48     29 2.000000 
    48     33 2.000000 
    48     36 1.000000 
    48     40 2.000000 
    48     41 2.000000 
    48     42 1.000000 
    48     43 3.000000 
    48     44 1.000000 
    48     45 2.000000 
    48     46 2.000000 
    48     47 1.000000 
    48     49 3.000000 
    48     50 2.000000 
    48     51 2.000000 
    48     52 3.000000 
    49      4 1.000000 
    49      5 1.000000 
    49      6 1.000000 
    49      7 1.000000 
    49     12 1.000000 
    49     13 1.000000 
    49     15 2.000000 
    49     16 2.000000 
    49     17 1.000000 
    49     18 2.000000 
    49     22 2.000000 
    49     23 3.000000 
    49     24 1.000000 
    49     25 1.000000 
    49     26 1.000000 
    49     27 1.000000 
    49     28 1.000000 
    49     29 1.000000 
    49     33 1.000000 
    49     36 1.000000 
    49     40 2.000000 
    49     41 2.000000 
    49     42 1.000000 
    49     43 1.000000 
    49     44 3.000000 
    49     45 2.000000 
    49     46 1.000000 
    49     47 1.000000 
    49     48 3.000000 
    49     50 2.000000 
    49     52 2.000000 
    50     12 1.000000 
    50     13 1.000000 
    50     40 1.000000 
    50     41 1.000000 
    50     45 1.000000 
    50     46 2.000000 
    50     48 2.000000 
    50     49 2.000000 
    50     52 3.000000 
    51     12 1.000000 
    51     13 1.000000 
    51     40 3.000000 
    51     41 2.000000 
    51     42 1.000000 
    51     43 2.000000 
    51     44 1.000000 
    51     45 1.000000 
    51     46 1.000000 
    51     47 2.000000 
    51     50 2.000000 
    51     52 2.000000 
    52     12 2.000000 
    52     13 2.000000 
    52     33 1.000000 
    52     40 3.000000 
    52     41 2.000000 
    52     45 1.000000 
    52     46 1.000000 
    52     47 1.000000 
    52     48 3.000000 
    52     49 2.000000 
    52     50 2.000000 
    52     51 2.000000 
